token,data/hora_envio,idade,genero,cor/raca/etnia,pcd,uf_onde_mora,regiao_onde_mora,uf_de_origem,regiao_de_origem,vive_no_brasil,pais_onde_mora,estado_onde_mora,estado_de_origem,nivel_de_ensino,area_de_formação,situação_de_trabalho,setor,numero_de_funcionarios,atua_como_gestor,cargo_como_gestor,cargo_atual,nivel,tempo_de_experiencia_em_dados,tempo_de_experiencia_em_ti,linguagem_de_programacao_(dia_a_dia),linguagem_mais_usada,linguagem_preferida,banco_de_dados_(dia_a_dia),cloud_(dia_a_dia),cloud_preferida,ferramenta_de_bi_(dia_a_dia)
i20xyd6cujn397l6cri20xyd6bcq9d9w,27/11/2024 17:07:35,43,Masculino,Parda,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Desempregado e não estou buscando recolocação,Setor Automotivo,de 501 a 1.000,False,,Analista de Suporte/Analista Técnico,Pleno,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
hi2v9jpuky4ihi2vfzwdlvtpyty1gn03,27/11/2024 19:13:03,43,Masculino,Branca,Não,RS,Sul,,,True,,Rio Grande do Sul (RS),,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,False,,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de 1 a 2 anos,Mais de 10 anos,"SQL, Python",SQL,Python,"SQL SERVER, Amazon Athena, PostgreSQL, S3, Databricks","Amazon Web Services (AWS), Servidores On Premise/Não utilizamos Cloud, Azure (Microsoft)",Amazon Web Services (AWS),"Microsoft PowerBI, Grafana"
chm5mbw7p0k2yl8chm186resbdzqri5m,29/11/2024 11:35:21,43,Masculino,Parda,Não,MA,Nordeste,,,True,,Maranhão (MA),,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,
1wsvuom6u9z6xp7on0n9bpz3x1wsvuom,02/12/2024 13:35:42,43,Masculino,Branca,Não,RS,Sul,,,True,,Rio Grande do Sul (RS),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,False,,Analista de Dados/Data Analyst,Sênior,de 5 a 6 anos,Mais de 10 anos,"SQL, Python",SQL,Python,"Amazon Athena, SQL SERVER, MySQL, Databricks, Oracle",Amazon Web Services (AWS),Não sei opinar / Não tenho preferência,Microsoft PowerBI
v1tiv71n8vwv7j0s48v1tiv71ju33q5q,02/12/2024 15:30:07,43,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Indústria,Acima de 3.000,False,,Cientista de Dados/Data Scientist,Sênior,de 7 a 10 anos,de 5 a 6 anos,"SQL, Python",Python,Python,"S3, Databricks, Oracle",Amazon Web Services (AWS),Não sei opinar / Não tenho preferência,Tableau
4jy74zt9m70b6qyi4jy7442kqmf50bg5,05/12/2024 15:13:15,43,Masculino,Branca,Não,RS,Sul,,,True,,Rio Grande do Sul (RS),,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,True,Supervisor/Coordenador,,,Mais de 10 anos,Mais de 10 anos,,,,,,,
v2ggnt5br93n0yv2gg11nexb5yij2f8r,09/12/2024 13:50:10,43,Masculino,Parda,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,
phlk7ngvo0gznk0wxetphlk7dkf8jzd3,09/12/2024 15:10:44,43,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,de 101 a 500,True,Supervisor/Coordenador,,,de 3 a 4 anos,de 7 a 10 anos,,,,,,,
5xcs29v2tdkhxvck8s5xclf9weemrxf2,09/12/2024 15:33:55,43,Masculino,Preta,Não,PE,Nordeste,,,True,,Pernambuco (PE),,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 501 a 1.000,False,,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 5 a 6 anos,Mais de 10 anos,"SQL, Python",SQL,Python,"Google BigQuery, Elasticsearch, Firebase, Amazon Athena, DynamoDB, Splunk, Redis, Google Firestore, Cassandra, MongoDB, PostgreSQL, Amazon Aurora ou RDS, S3, SQLite, MySQL","Google Cloud (GCP), Amazon Web Services (AWS)",Google Cloud (GCP),"Redash, Amazon Quicksight, Looker"
nbr403pkp9ztn9dnbr4bphp400jh8ecw,09/12/2024 19:50:42,43,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,Acima de 3.000,True,Gerente/Head,,,Mais de 10 anos,de 5 a 6 anos,,,,,,,
wpa8ea35iiwrd9qaigpyg2ywpa8e9j2d,09/12/2024 20:40:01,43,Masculino,Parda,Não,PE,Nordeste,BA,Nordeste,True,,Pernambuco (PE),Bahia (BA),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Marketing,de 11 a 50,True,Gerente/Head,,,de 3 a 4 anos,Mais de 10 anos,,,,,,,
5tt23hdnygmcb2xgy5tt23hvk9fsp1so,09/12/2024 23:22:51,43,Masculino,Parda,Não,RO,Norte,SP,Sudeste,True,,Rondônia (RO),São Paulo (SP),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,de 11 a 50,True,Supervisor/Coordenador,,,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
54g04a10d9pftrk54g0grmbbpl3wt0is,10/12/2024 12:14:48,43,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,de 501 a 1.000,False,,Arquiteto de Dados/Data Architect,Sênior,de 5 a 6 anos,Mais de 10 anos,"SQL, Python, Scala",SQL,Python,"SQL SERVER, Oracle, Sybase, PostgreSQL, SQLite",Azure (Microsoft),Não sei opinar / Não tenho preferência,"Alteryx, Tableau"
1y648ij64bd7jfaywzzj1y63s1vevi23,11/12/2024 18:02:49,43,Masculino,Branca,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,de 101 a 500,False,,Cientista de Dados/Data Scientist,Pleno,de 3 a 4 anos,Mais de 10 anos,"SQL, Python",Python,Python,SQL SERVER,Azure (Microsoft),Azure (Microsoft),Microsoft PowerBI
1o1gz2j5ot59kr26y1o1gz28opv9whnt,12/12/2024 08:54:36,43,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Farmaceutico,Acima de 3.000,True,Diretor/VP,,,Mais de 10 anos,Mais de 10 anos,,,,,,,
z3sr9uskppzt5z3sr9denrjme8gwjwin,12/12/2024 15:10:58,43,Masculino,Branca,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Trabalho na área Acadêmica/Pesquisador,,,,,,,,,,,,,,,
3xyxiel53l8fmt2srxh3xyxieegbaenn,16/12/2024 12:41:42,43,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,de 501 a 1.000,False,,Analista de Dados/Data Analyst,Sênior,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,Python,"Snowflake, Google BigQuery",Google Cloud (GCP),Não sei opinar / Não tenho preferência,"Looker, Microsoft PowerBI"
fs1ge4lakuyw6eompod0hfscmyiy2997,16/12/2024 14:19:51,43,Masculino,Branca,Não,MT,Centro-oeste,MS,Centro-oeste,True,,Mato Grosso (MT),Mato Grosso do Sul (MS),Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Agronegócios,de 51 a 100,False,,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de 3 a 4 anos,de 1 a 2 anos,"SQL, Python",SQL,Python,"MySQL, Firebird, SQL SERVER, PostgreSQL, Oracle, SQLite","Amazon Web Services (AWS), Azure (Microsoft)",Amazon Web Services (AWS),"Metabase, Microsoft PowerBI, Pentaho, Outra opção"
2pqkr824sbeb4malodhw12pqkr8wrz90,16/12/2024 14:21:32,43,Feminino,Branca,Não,RS,Sul,,,True,,Rio Grande do Sul (RS),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 1.001 a 3.000,True,Supervisor/Coordenador,,,de 7 a 10 anos,Mais de 10 anos,,,,,,,
58xjydmt6pgs2j4plolyb58xjydmt690,16/12/2024 14:34:31,43,Masculino,Branca,Não,ES,Sudeste,,,True,,Espírito Santo (ES),,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,de 1.001 a 3.000,False,,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,Mais de 10 anos,Mais de 10 anos,"SQL, Python",SQL,Python,"Databricks, SQL SERVER","Cloud Própria, Azure (Microsoft)",Azure (Microsoft),Microsoft PowerBI
00zdh8h58yq60jymwr800zdh804g6mqy,16/12/2024 15:17:18,43,Feminino,Parda,Não,BA,Nordeste,,,True,,Bahia (BA),,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Outra Opção,de 501 a 1.000,False,,Analista de Negócios/Business Analyst,Sênior,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,SQL,SQL,M e Dax,SQL SERVER,"Azure (Microsoft), Oracle Cloud",Google Cloud (GCP),Microsoft PowerBI
0lyipo6ygqh0wkmfvn10lyi8vufgtfc9,16/12/2024 19:19:32,43,Masculino,Parda,Não,SP,Sudeste,CE,Nordeste,True,,São Paulo (SP),Ceará (CE),Doutorado ou Phd,Outras Engenharias (não incluir engenharia de software ou TI),Servidor Público,Outra Opção,Acima de 3.000,True,Gerente/Head,,,de 3 a 4 anos,de 3 a 4 anos,,,,,,,
vk5cr5o221a4haj3vk5au3naykjltl6p,14/10/2024 14:22:32,44,Masculino,Branca,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 1 a 5,True,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,,de 1 a 2 anos,de 3 a 4 anos,,,,,,,
djpc3zkhblh6dgkharep7rvdjpc3zoe1,15/10/2024 14:03:32,44,Feminino,Branca,Não,SC,Sul,,,True,,Santa Catarina (SC),Nasci/me formei fora do Brasil,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Agronegócios,de 101 a 500,False,,Analista de Dados/Data Analyst,Sênior,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,SQL,SQL,Python,"Google BigQuery, Amazon Redshift, PostgreSQL",Google Cloud (GCP),Google Cloud (GCP),Microsoft PowerBI
za87181y1qbp5nahkzherza871o0euxw,16/10/2024 11:59:10,44,Masculino,Branca,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Setor Público,de 501 a 1.000,False,,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de 3 a 4 anos,de 7 a 10 anos,"SQL, Python",SQL,Scala,"Oracle, PostgreSQL",Servidores On Premise/Não utilizamos Cloud,Não sei opinar / Não tenho preferência,Fazemos todas as análises utilizando apenas Excel ou planilhas do google
e9fyf22qopmujb9y91ve9fyf2vz15fod,16/10/2024 14:33:43,44,Masculino,Branca,Sim,MG,Sudeste,,,True,,Minas Gerais (MG),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Marketing,de 101 a 500,False,,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de 1 a 2 anos,de 7 a 10 anos,"SQL, Python",SQL,Python,"Amazon Redshift, Google BigQuery, S3","Google Cloud (GCP), Amazon Web Services (AWS)",Google Cloud (GCP),Looker Studio (antigo Google Data Studio)
40sdwz76gqnnvoosim40snrc96i23gd6,16/10/2024 15:45:50,44,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Não tenho graduação formal,,Somente Estudante (graduação),,,,,,,,,,,,,,,
d7y9nwxpp2m5jhrhz9rd7y9najaawr4l,16/10/2024 17:44:13,44,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,de 501 a 1.000,False,,Analista de Dados/Data Analyst,Sênior,Mais de 10 anos,de 1 a 2 anos,"SQL, Python, Visual Basic/VBA, JavaScript",SQL,R,"Google BigQuery, Microsoft Access, SQL SERVER",Google Cloud (GCP),Google Cloud (GCP),"Alteryx, Microsoft PowerBI, Tableau"
i38fok9atsq1zso60li38fokjuzszu83,16/10/2024 18:43:40,44,Feminino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Telecomunicação,Acima de 3.000,False,,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,Mais de 10 anos,de 3 a 4 anos,"SQL, Python",SQL,Python,"Oracle, Hive","Oracle Cloud, Servidores On Premise/Não utilizamos Cloud",Azure (Microsoft),"Microsoft PowerBI, Tableau, Salesforce/Einstein Analytics, Alteryx"
nyci8s8cafcr4c03e9p9inyci8sophni,16/10/2024 20:45:03,44,Masculino,Parda,Não,GO,Centro-oeste,,,True,,Goiás (GO),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,True,Gerente/Head,,,Mais de 10 anos,Mais de 10 anos,,,,,,,
6mfbrgr62jkt9rjj6mfbr79yfwgvght0,16/10/2024 20:46:06,44,Masculino,Parda,Não,ES,Sudeste,,,True,,Espírito Santo (ES),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,de 101 a 500,False,,Analista de Negócios/Business Analyst,Sênior,Não tenho experiência na área de dados,Mais de 10 anos,"SQL, Python, C/C++/C#",SQL,Python,"Oracle, SQLite",Servidores On Premise/Não utilizamos Cloud,Não sei opinar / Não tenho preferência,Fazemos todas as análises utilizando apenas Excel ou planilhas do google
mg9gz6kbsal53qsyxmg9gz6kg7mds9br,16/10/2024 20:46:28,44,Masculino,Branca,Não,CE,Nordeste,,,True,,Ceará (CE),,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,de 101 a 500,True,Gerente/Head,,,Menos de 1 ano,Menos de 1 ano,,,,,,,
lu11rtzcq2xppwh939lu11rrs1l0kwwh,17/10/2024 03:08:11,44,Masculino,Branca,Não,RS,Sul,,,True,,Rio Grande do Sul (RS),,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Servidor Público,Setor Público,Acima de 3.000,True,Team Leader/Tech Leader,,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
1apmf7lt2khv98tl41apmf7l6mzse3r7,17/10/2024 11:40:35,44,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,de 101 a 500,True,Diretor/VP,,,Mais de 10 anos,Mais de 10 anos,,,,,,,
qifuqokfdjjq9miqifu62b40v9uxwjzc,22/10/2024 01:28:25,44,Masculino,Parda,Não,DF,Centro-oeste,,,True,,Distrito Federal (DF),,Mestrado,Outra opção,Servidor Público,Educação,de 501 a 1.000,False,,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,de 1 a 2 anos,"R, Python, SQL",R,R,"Google BigQuery, PostgreSQL, Databricks",Google Cloud (GCP),Não sei opinar / Não tenho preferência,"Looker Studio (antigo Google Data Studio), Microsoft PowerBI, Metabase"
ujnnrc05k6w8vmwujnnr7bzmoox49g5y,29/10/2024 03:34:23,44,Masculino,Amarela,Não,SP,Sudeste,,,True,,São Paulo (SP),,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Varejo,de 1.001 a 3.000,True,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,,,
at8s818qo6p9db8bpat8s818o85bwph0,31/10/2024 00:46:51,44,Feminino,Branca,Não,SP,Sudeste,MG,Sudeste,True,,São Paulo (SP),Minas Gerais (MG),Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Outra Opção,Acima de 3.000,False,,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,SQL,SQL,Python,Google BigQuery,Google Cloud (GCP),Não sei opinar / Não tenho preferência,"Looker, Looker Studio (antigo Google Data Studio)"
0ynphpqq424xyru40ynph0hownpmk1ca,03/11/2024 02:59:57,44,Masculino,Parda,Não,DF,Centro-oeste,,,True,,Distrito Federal (DF),,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Educação,de 101 a 500,False,,Analista de Dados/Data Analyst,Pleno,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"R, Python",R,R,"SQL SERVER, Google BigQuery, PostgreSQL",Ambiente próprio,Não sei opinar / Não tenho preferência,Não utilizo nenhuma ferramenta de BI no trabalho
83ahl8ygkonbcmbka83ahl8ygjnc69pj,04/11/2024 10:46:44,44,Masculino,Parda,Não,MG,Sudeste,,,True,,Minas Gerais (MG),,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,
8mgl05k94quzkw238mgl0580hz9l6k7s,04/11/2024 22:26:31,44,Prefiro não informar,Prefiro não informar,Não,RJ,Sudeste,,,True,,Rio de Janeiro (RJ),,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Finanças ou Bancos,de 6 a 10,False,,Cientista de Dados/Data Scientist,Sênior,de 7 a 10 anos,Mais de 10 anos,"SQL, Python",Python,Python,"PostgreSQL, S3, Amazon Aurora ou RDS","Amazon Web Services (AWS), Azure (Microsoft)",Amazon Web Services (AWS),Não utilizo nenhuma ferramenta de BI no trabalho
nqmnjwxo33rakvg8wxkgrxnqmnjoftrx,05/11/2024 18:21:10,44,Masculino,Parda,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,de 501 a 1.000,False,,Analista de Dados/Data Analyst,Sênior,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python, Visual Basic/VBA",SQL,Python,Amazon Redshift,Amazon Web Services (AWS),Não sei opinar / Não tenho preferência,Microsoft PowerBI
r6ku8hv6fanja1tjb31wir6ku8hv8woi,05/11/2024 19:10:41,44,Masculino,Amarela,Não,SP,Sudeste,,,True,,São Paulo (SP),,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Educação,Acima de 3.000,False,,Cientista de Dados/Data Scientist,Sênior,Mais de 10 anos,Mais de 10 anos,"Python, JavaScript, SQL",Python,Python,"PostgreSQL, MySQL, MongoDB, SQLite, SQL SERVER, Microsoft Access, Oracle, MariaDB, S3",Servidores On Premise/Não utilizamos Cloud,Google Cloud (GCP),"Microsoft PowerBI, Pentaho, Looker Studio (antigo Google Data Studio), Fazemos todas as análises utilizando apenas Excel ou planilhas do google"
gw5vlmxmj5494igw5vlmuk5ze09zcjm2,07/11/2024 14:06:52,44,Masculino,Parda,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,de 1.001 a 3.000,False,,Analista de Dados/Data Analyst,Pleno,de 3 a 4 anos,de 3 a 4 anos,"SQL, Python",SQL,Python,"MySQL, Databricks",Amazon Web Services (AWS),Amazon Web Services (AWS),"Microsoft PowerBI, Fazemos todas as análises utilizando apenas Excel ou planilhas do google"
ypvxwfprfps6f6ttypv8j1iroxnj71oq,09/11/2024 02:37:45,44,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Outra opção,Empreendedor ou Empregado (CNPJ),Outra Opção,de 101 a 500,True,Gerente/Head,,,Mais de 10 anos,de 3 a 4 anos,,,,,,,
lzsfrix50dn8k9py9tnvlzsfrpvs5di2,11/11/2024 01:49:24,44,Masculino,Parda,Não,DF,Centro-oeste,,,True,,Distrito Federal (DF),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,Acima de 3.000,True,Gerente/Head,,,de 7 a 10 anos,Mais de 10 anos,,,,,,,
33mj1sazc7bfs31h7xyl33mj1ktetcc5,11/11/2024 16:42:55,44,Masculino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desempregado e não estou buscando recolocação,Educação,de 51 a 100,False,,Outra Opção,Sênior,Mais de 10 anos,de 7 a 10 anos,"SQL, Python",Python,Python,"PostgreSQL, MySQL","Amazon Web Services (AWS), Google Cloud (GCP)",Google Cloud (GCP),"Metabase, Redash, Looker Studio (antigo Google Data Studio)"
pbdo8s9b37aoa820d6jraupbdo8sf49p,12/11/2024 13:02:07,44,Masculino,Branca,Não,DF,Centro-oeste,SP,Sudeste,True,,Distrito Federal (DF),São Paulo (SP),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Setor Público,de 1.001 a 3.000,False,,Outras Engenharias (não inclui dev),Pleno,de 1 a 2 anos,Mais de 10 anos,Python,Python,Python,SQL SERVER,"Amazon Web Services (AWS), Azure (Microsoft)",Amazon Web Services (AWS),Microsoft PowerBI
2tkglfq8mvdq0819nbvh2tkglffv2y8z,12/11/2024 19:29:21,44,Feminino,Branca,Não,SP,Sudeste,,,True,,São Paulo (SP),,Graduação/Bacharelado,Química / Física,"Desempregado, buscando recolocação",,,,,,,,,,,,,,,
